date,Overview,rainfall,AverageTemp,MaxTemp,MinTemp,SolarRadiation
2016-09-23,雨,16.5,20.8,22.1,19.4,2.29
2016-09-24,曇,10.5,21.8,23.9,20.8,3.89
2016-09-25,曇,0,23.6,28.4,20.3,13.36
2016-09-26,曇,0,25.4,30.1,21.9,12.22
2016-09-27,曇,0,25.6,29.8,22.8,8.57
2016-09-28,曇,0,26.5,30.6,24,8.81
2016-09-29,曇,0,24.6,27.9,21.7,7.75
2016-09-30,曇,2.5,21.4,24.7,18.8,13.34
2016-10-01,曇,1.5,19.7,21.8,17.6,3.07
2016-10-02,晴,0,23.1,27.6,18.6,18.11
2016-10-03,雨,2,22.7,26.5,20.1,3.57
2016-10-04,曇,0,24.9,32,19.7,14.91
2016-10-05,曇,0.5,24,26.4,21.5,6.71
2016-10-06,曇,0,26,31.3,21.4,15.44
2016-10-07,晴,0,21.4,24.9,19,15.51
2016-10-08,曇,10,21.2,25.3,18.2,3.23
2016-10-09,雨,32.5,22.3,25.7,18.6,3.37
2016-10-10,曇,0,18.4,19.6,17.4,6.38
2016-10-11,曇,0,17.6,20.1,16.2,7.19
2016-10-12,晴,0,17.9,23.2,13.7,16.14
2016-10-13,曇,0,16.5,18.2,15.3,4.29
2016-10-14,曇,0,15.6,19.5,12.6,11.35
2016-10-15,晴,0,16.7,22.7,11.8,17.64
2016-10-16,晴,0,17.4,22.9,12.7,11.02
2016-10-17,雨,24,17.5,19.5,15.7,2.1
2016-10-18,晴,6,20.9,26.3,16.7,12.27
2016-10-19,曇,0,20.8,23.9,18.4,8.39
2016-10-20,晴,0,21.9,27.7,17,16.27
2016-10-21,曇,0,18.2,21.4,15.4,11.8
2016-10-22,曇,0,16.7,18.3,14.7,5.15
2016-10-23,曇,0,18.1,22.3,14.7,11.43
2016-10-24,晴,0,14.9,19.1,11.9,16.47
2016-10-25,曇,1,14,17.2,10,6.7
2016-10-26,晴,0,19.1,25.7,12.6,15.07
2016-10-27,晴,0,19,23.3,13.2,14.44
2016-10-28,曇,18,12.2,14.8,10.1,1.46
2016-10-29,曇,0,15.5,20.8,11.6,4.33
2016-10-30,曇,1,11.9,13.5,9.6,3.93
2016-10-31,曇,0,14.3,19.1,9.8,9.79
2016-11-01,雨,10,13.4,16.4,11.7,5.44
2016-11-02,曇,1.5,10.9,12.2,8.6,2.54
2016-11-03,晴,3,12.9,19.4,8.4,14.67
2016-11-04,晴,0,14,18.8,8.5,14.81
2016-11-05,晴,0,14.6,19.5,11.2,11.88
2016-11-06,晴,0,14.8,20.8,9.9,13.83
2016-11-07,晴,0,11,14.4,8.2,13.23
2016-11-08,曇,2,9.9,13.6,6.1,6.22
2016-11-09,晴,5,10.4,14.6,7.9,11.34
2016-11-10,曇,0,9.6,13,7.6,6.37
2016-11-11,雨,49,9,12.1,5.7,1.73
2016-11-12,晴,0,13.6,18.8,10,11.13
2016-11-13,晴,0,13.6,18.6,9.1,11.93
2016-11-14,曇,6,13.7,16.7,11.5,3.9
2016-11-15,曇,0,15.3,19.3,12.7,6.52
2016-11-16,曇,0,12.5,14.8,10.7,5.4
2016-11-17,晴,0,12.6,18.3,7.8,11.76
2016-11-18,晴,0,11.3,15.7,6.1,12
2016-11-19,雨,18,9.8,12,7.9,1.76
2016-11-20,曇,0,13.6,20.4,8.9,10.54
2016-11-21,曇,2.5,12.6,14.7,10.2,2.55
2016-11-22,晴,2,14,19.3,10.3,10.27
2016-11-23,曇,0,11.4,14.7,8.5,3.63
2016-11-24,雪,23,2.8,8.6,0.9,1.11
2016-11-25,晴,0,5.6,10.8,0.3,11.98
2016-11-26,晴,0,8.3,13.1,3.2,10.57
2016-11-27,曇,9.5,10.6,13.8,8.6,4.5
2016-11-28,曇,7.5,11.1,14,9.4,7.16
2016-11-29,晴,0,10.5,14.3,7.5,9.54
2016-11-30,曇,0,8.8,11.8,4.8,8.98
2016-12-01,雨,10.5,10,16.5,5.9,7.22
2016-12-02,晴,0,11.5,15.5,8.7,11.7
2016-12-03,晴,0,10.8,15.9,5.7,10.27
2016-12-04,曇,2.5,11.6,16,7.3,9.18
2016-12-05,曇,1.5,12.7,18.3,8.1,10.61
2016-12-06,晴,0,10.8,17.1,7,11
2016-12-07,曇,0,7.5,11.2,4.9,5.76
2016-12-08,晴,0,8.6,13.9,3,11.24
2016-12-09,晴,0,11.1,17.4,3.8,10.9
2016-12-10,晴,0,8.5,12.2,5.6,11.59
2016-12-11,晴,0,6.8,10.9,3.5,11.65
2016-12-12,曇,0,7,10.5,2.6,10.08
2016-12-13,曇,3,9.4,15.3,3.4,5.57
2016-12-14,雨,37,8.1,11.3,5.3,3.11
2016-12-15,晴,0,6.2,10.1,3.1,10.78
2016-12-16,晴,0,4.8,9.8,1.5,11.44
2016-12-17,晴,0,6.7,13.1,0,11.22
2016-12-18,晴,0,8.2,14.9,3.2,10.04
2016-12-19,曇,0,10,15.7,4.7,9.76
2016-12-20,曇,0,9.6,14.5,5.9,6.21
2016-12-21,晴,0,10.5,17,5.2,10.41
2016-12-22,曇,10.5,14.6,20.2,6.6,4.53
2016-12-23,晴,7.5,14,19.6,8.5,7.72
2016-12-24,晴,0,8.6,11.9,5.4,11.06
2016-12-25,曇,0,6.6,10.5,4.5,8.04
2016-12-26,曇,0,6.9,11,3.8,5.73
2016-12-27,曇,11.5,11.1,18.8,5.5,1.92
2016-12-28,晴,0,6,9.4,2,11.89
2016-12-29,曇,0,4.3,8,0.7,8.42
2016-12-30,晴,0,6,10.2,2.6,11.92
2016-12-31,晴,0,6.3,11.8,1.5,11.52
